Episode,Reward,Steps,Finish,deviation,Exploration_rate,laser,Mean vel,Counter laser,Truncated
1,44.52821859821931,158,False,132.0,1.0,9.118056147329886,3.8466587446724314,0,False
2,466.928256607177,807,True,3.0,1.0,17.9326396313305,6.7216356364857806,0,False
3,515.2808956810793,865,True,6.0,1.0,17.21614477690715,6.2712223118741734,0,False
4,538.2477431827206,795,True,13.0,1.0,17.00676808194982,6.801472477047886,0,False
5,0.06772753080899463,98,False,116.0,1.0,10.197880575764717,3.5842741230996897,0,False
6,601.5811775912586,896,True,8.0,1.0,17.324289666941475,6.050334974607852,0,False
7,628.138013947644,822,True,7.0,1.0,17.56291068564515,6.5760494057007515,0,False
8,478.0457967079041,807,True,3.0,1.0,17.927254609737044,6.725013400168335,0,False
9,50.83073441383331,304,False,124.0,1.0,10.82523786196721,3.8805416693633705,0,False
10,487.8214111984908,807,True,9.0,1.0,17.125428433650193,6.71311044822709,0,False
11,76.88322009684316,278,False,124.0,1.0,11.863118084382807,3.71837345213569,0,False
12,126.1242439877445,323,False,118.0,1.0,12.297221549244929,3.6067448027731834,0,False
13,133.15773027610626,388,False,129.0,1.0,9.066325261675722,3.8340318310122514,0,False
14,317.8383802524269,792,False,127.0,1.0,11.781081925102404,3.925446363641043,0,False
15,164.98642040944873,355,False,132.0,1.0,9.824684330030694,3.583539721621594,0,False
16,294.47717322059617,666,False,126.0,1.0,9.15588561914191,3.6839530386419423,0,False
17,74.10947977610249,366,False,127.0,1.0,10.731578418363704,3.718523352330581,0,False
18,104.33996031460549,498,False,127.0,1.0,9.665254342349444,3.784795394578732,0,False
19,47.06432068118369,417,False,116.0,1.0,12.954356172656986,3.9158234322528473,0,False
20,85.11295540776044,398,False,159.0,1.0,3.5458808814937512,4.6147503549439,0,False
21,298.9526955907235,883,False,-128.0,1.0,nan,4.3025482219104925,0,False
22,566.3559557706068,935,True,-13.0,1.0,18.709022255593453,5.806943487864047,0,False
23,87.62559203382838,568,False,118.0,1.0,11.424864264109608,3.932377971692378,0,False
24,524.3760525797074,834,True,5.0,1.0,17.652227733555986,6.503240280413924,0,False
25,497.2616688834497,999,False,120.0,1.0,8.57551775398988,4.282299031938861,0,False
26,575.6922495510951,766,True,1.0,1.0,17.5596779339246,7.056724863379766,0,False
27,583.977338139112,783,True,-1.0,1.0,17.8263592929886,6.901447530260183,0,False
28,80.81944447871555,394,False,125.0,1.0,10.348309258867744,4.106073895743505,0,False
29,74.682709435845,339,False,131.0,1.0,10.143652210650917,4.143249533905656,0,False
30,489.68179471630407,736,True,5.0,1.0,18.179896526101693,7.369762594953341,0,False
31,525.3516082494697,812,True,-4.0,1.0,17.88227205663083,6.660559434709804,0,False
32,497.64463386575255,747,True,0.0,1.0,18.58311326510047,7.2579571807051355,0,False
33,569.8531354953395,865,True,-2.0,1.0,17.80943479681285,6.26960455259965,0,False
34,472.46444659596494,798,True,-13.0,1.0,18.217527778006705,6.79387573173321,0,False
35,576.6563234849407,786,True,-6.0,1.0,18.992675896384863,6.903149638620013,0,False
36,516.788849341597,749,True,0.0,1.0,17.92028103498431,7.228507121166933,0,False
37,591.5360168851615,783,True,-6.0,1.0,18.507745646118735,6.9139877245481935,0,False
38,608.347767617597,798,True,-11.0,1.0,17.816304870011116,6.771286941198795,0,False
39,601.1580232169468,831,True,-15.0,1.0,18.549154048210063,6.510351021221596,0,False
40,-10.407586018566924,91,False,-110.0,1.0,3.0953428339593594,4.259958302458892,0,False
41,506.95787913884703,748,True,-11.0,1.0,18.694735588791566,7.248939860168904,0,False
42,537.7747163980301,805,True,-12.0,1.0,17.94000970883882,6.724104776946099,0,False
43,660.9165988135039,882,True,-3.0,1.0,17.751036427065287,6.1301937394853585,0,False
44,538.2521890054952,770,True,3.0,1.0,17.834895482500308,7.022195151530497,0,False
45,627.0843516095853,808,True,6.0,1.0,17.208672066591472,6.696761163832195,0,False
46,552.2219388451558,726,True,7.0,1.0,17.33391761358026,7.463610504286944,0,False
47,506.81323453990206,663,True,-6.0,1.0,17.685592501931723,8.162648036250028,0,False
48,580.4059578612054,763,True,-1.0,1.0,17.57258741665274,7.083201702606045,0,False
49,-19.618002247450235,74,False,110.0,1.0,10.505687327497743,3.556127757891207,0,False
50,17.66819281019896,181,False,-107.0,1.0,3.163202623766103,4.302480662730394,0,False
51,565.6595757611537,805,True,-3.0,1.0,17.44918903622084,6.7286516208595,0,False
52,551.1687093542583,821,True,-4.0,1.0,18.33182853556616,6.59541558487461,0,False
53,574.9240993600775,806,True,-12.0,1.0,17.87902317090086,6.715668187307993,0,False
54,608.5292879884913,797,True,-11.0,1.0,nan,6.78170901369841,0,False
55,618.1218849124687,807,True,-1.0,1.0,18.564857560721883,6.705881303305538,0,False
56,549.7804132588727,787,True,-10.0,1.0,17.954875829004536,6.891614722800376,0,False
57,530.1405355842892,779,True,16.0,1.0,16.760045034623882,6.948258146301716,0,False
58,124.13951739645819,334,False,117.0,1.0,11.304208417549367,3.969996832450573,0,False
59,96.97747208268211,412,False,-125.0,1.0,3.2253847542102143,4.511258509380797,0,False
60,-12.663446049051501,76,False,114.0,1.0,10.083894903874928,3.2229205496168056,0,False
61,-8.161496427293464,118,False,-119.0,1.0,9.920696741466152,3.905342779011797,0,False
62,574.4538303747945,797,True,1.0,1.0,18.063623159394048,6.790023427975447,0,False
63,-13.259654427630515,107,False,-125.0,1.0,9.154773708292778,3.9080007392739025,0,False
64,606.2534614275894,799,True,1.0,1.0,17.4048019219396,6.755271273869112,0,False
65,616.104325659274,797,True,-2.0,1.0,17.53838329655952,6.783663834654346,0,False
66,574.6471226955396,782,True,-11.0,1.0,17.859050265767532,6.921470895057063,0,False
67,5.483702006002261,126,False,-119.0,1.0,7.245406833118027,4.275304564969644,0,False
68,114.98055668528576,369,False,-125.0,1.0,18.623559576949432,4.9097985841414635,0,False
69,553.1213700432945,782,True,-8.0,1.0,18.087777746009206,6.921488843785594,0,False
70,126.9164119684661,380,False,112.0,1.0,11.193265793785747,4.242822140504263,0,False
71,520.6602010343008,816,True,-1.0,1.0,18.383076115377985,6.639219141213735,0,False
72,473.01907624129944,769,True,-3.0,1.0,17.632681861799778,7.043110677834372,0,False
73,6.039079883415269,114,False,-118.0,1.0,3.8544697460160893,3.6606343384636078,0,False
74,31.69673019792569,194,False,-127.0,1.0,7.535346995605147,3.8490651388911856,0,False
75,499.4396014380208,739,True,-13.0,1.0,18.456638996600663,7.32845296651246,0,False
76,606.5124862170173,781,True,-15.0,1.0,18.37854670106625,6.919791253286005,0,False
77,512.5529172489627,781,True,-2.0,1.0,18.063230874104608,6.940452223545877,0,False
78,843.0049355411089,1338,True,-10.0,1.0,19.260950390157983,4.052861901047474,0,False
79,767.9639401099206,1490,True,-17.0,1.0,18.13437379588928,3.6262988933305813,0,True
80,790.397785716209,1538,True,-15.0,1.0,17.773465777113337,3.5108821783293527,0,True
81,1089.1951013718474,1435,True,-29.0,1.0,18.500440673236085,3.767058440648305,0,False
82,330.5331542125711,1348,True,-23.0,1.0,18.906199958983947,4.009436532111634,0,True
83,492.62204374012015,826,False,120.0,1.0,10.024196734499903,3.8189770187235483,0,False
84,960.4099535885858,1380,True,-17.0,1.0,18.129452096365178,3.9175349436268427,0,False
85,258.10152543478716,827,False,-152.0,1.0,15.351042728564083,4.018139579388546,0,False
86,554.6509239019429,1018,True,-21.0,1.0,18.512484547456555,5.316036388314601,0,False
87,124.57633270358843,445,False,-145.0,1.0,7.9492095546800545,4.204201209306549,0,False
88,83.7055107608652,350,False,-118.0,1.0,4.241799677669155,4.087128180425082,0,False
89,524.6525518279947,890,True,-14.0,1.0,18.11887768559618,6.089610113467226,0,False
90,565.559820788438,896,True,-19.0,1.0,18.153072127316783,6.047221333439146,0,False
91,36.64301944511982,425,False,-123.0,1.0,16.97845022778022,4.526247382295482,0,False
92,78.23245413588086,265,False,125.0,1.0,7.518462755098636,4.10925978366637,0,False
93,688.8387630328975,983,True,-6.0,1.0,17.8619682953649,5.5078498256806805,0,False
94,696.8571002850687,1396,True,-18.0,1.0,18.143274220129346,3.868820634862691,0,True
95,207.04805269675455,643,False,130.0,1.0,8.027148501519234,4.029387445700345,0,False
96,401.05896686659895,1076,True,-37.0,1.0,13.428644057994596,5.05347344488404,0,True
97,557.316138277086,948,True,-18.0,1.0,18.674903016054923,5.7202730633294845,0,False
98,644.9400628378057,1294,True,-25.0,1.0,18.36450970396691,4.186227527162035,0,False
99,568.1126827544867,773,True,-19.0,1.0,19.32396655723934,6.991199144816453,0,False
100,554.2863423388451,872,True,-8.0,1.0,18.08922631209734,6.207237887089439,0,False
101,681.2357627564389,932,True,-19.0,1.0,18.586270933731385,5.810250000912265,0,False
102,556.0505197350676,782,True,-14.0,1.0,17.934984704523796,6.926411216876105,0,False
103,718.7081690755408,1404,True,-17.0,1.0,18.11551053377858,3.8471362663623996,0,True
104,767.3930854454512,1477,True,-9.0,1.0,17.88368195624592,3.6611567599460555,0,True
105,755.0408326192857,1481,True,-12.0,1.0,17.780309911924565,3.651965633417045,0,True
106,791.4768523098936,1506,True,-13.0,1.0,17.987664519653304,3.5925245593496133,0,True
107,812.9394983374054,1538,True,-13.0,1.0,17.93155666944878,3.5151105635328355,0,True
108,938.1100835948076,1741,True,-11.0,1.0,18.790070082431082,3.103199546372476,0,True
109,1019.5492775656803,1838,True,-18.0,1.0,18.160572387429312,2.9356057617460682,0,True
110,879.102610384134,1642,True,-23.0,1.0,19.16765520541713,3.2857395366523936,0,True
111,899.5943161667686,1652,True,-20.0,1.0,18.25027365362541,3.271347255156247,0,True
112,873.5154453910301,1650,True,-14.0,1.0,18.169171546779207,3.275059560212222,0,True
113,888.3525436873985,1665,True,-18.0,1.0,19.30528786961893,3.24223057545481,0,True
114,1019.9926024749046,1840,True,-23.0,1.0,18.340594559648096,2.935313803803824,0,True
115,993.0069428481219,1828,True,-22.0,1.0,18.632551210041623,2.9572406597374337,0,True
116,871.9521439463844,1591,True,-23.0,1.0,18.48292475893786,3.3948922695476145,0,True
117,437.71856032884966,2793,False,-123.0,1.0,9.898679551675093,3.0128847712312776,0,False
118,123.82263786561924,348,False,121.0,1.0,11.6683053950785,3.6483807220905162,0,False
119,447.9922176602566,1360,True,-17.0,1.0,18.382017354440443,4.000207645339919,0,False
120,165.97455837656966,537,False,128.0,1.0,11.003345289367047,3.9857123652317004,0,False
121,513.9711528921271,873,True,-3.0,1.0,17.896697489472373,6.2196952791250855,0,False
122,532.3689694845336,747,True,-20.0,1.0,18.445257183862008,7.2415205863749526,0,False
123,602.7120505981061,787,True,-32.0,1.0,nan,6.876787384027637,0,False
124,24.24264848278459,150,False,112.0,1.0,9.962182317720458,4.0033278769999745,0,False
125,515.460734756123,787,True,-1.0,1.0,17.925988845714173,6.878737486737959,0,False
126,583.1221775169931,867,True,-6.0,1.0,17.902718284928213,6.250457054001925,0,False
127,615.465912599797,908,True,-2.0,1.0,17.87639124816848,5.96634668979121,0,False
128,202.87958989078868,728,False,129.0,1.0,9.25510205035216,4.1382224990955585,0,False
129,580.0110414785856,807,True,-2.0,1.0,17.78044989893266,6.711390495338377,0,False
130,607.3466053207474,834,True,-6.0,1.0,18.233674229950108,6.483510293100003,0,False
131,515.5979257710168,785,True,-12.0,1.0,18.864851023975376,6.902892535030367,0,False
132,586.6939583805196,783,True,-18.0,1.0,19.06767524059715,6.902849528191571,0,False
133,536.8283125217552,730,True,-15.0,1.0,18.113405296425093,7.406155589376002,0,False
134,-10.105281681501637,81,False,112.0,1.0,11.530630693217342,3.312488660423292,0,False
135,548.0474435341532,869,True,-10.0,1.0,18.37155451224463,6.240971073340003,0,False
136,28.32516810762401,254,False,117.0,1.0,11.616261843761949,4.2314242067138155,0,False
137,72.50017820976751,272,False,-130.0,1.0,nan,5.000434606178554,0,False
138,62.58645800660567,388,False,120.0,1.0,10.132204474815577,4.26695620418363,0,False
139,137.4167324810043,507,False,78.0,1.0,3.107567820358944,4.133310540706008,0,False
140,621.2856153345796,831,True,-11.0,1.0,17.995201265261574,6.5028569144067925,0,False
141,667.3228867574467,1031,True,-13.0,1.0,18.598875498748114,5.259323810058294,0,False
142,607.2815099887902,927,True,-3.0,1.0,17.91819193162266,5.847841252947574,0,False
143,162.64634399407078,379,False,130.0,1.0,9.410493894757328,3.8397231280784023,0,False
144,73.993398541311,348,False,133.0,1.0,10.390222557525872,4.0110774032247045,0,False
145,12.69532304220003,132,False,-122.0,1.0,4.775855583562698,3.4828963139743516,0,False
146,76.05054040772433,318,False,140.0,1.0,7.713940916413878,3.785518718678387,0,False
147,610.8361679861938,901,True,-6.0,1.0,18.227118878863504,6.007690083305791,0,False
148,69.36888668144596,307,False,131.0,1.0,9.7980678697385,3.7870040906392983,0,False
149,551.7265471744132,747,True,-19.0,1.0,18.90298251060382,7.253472716070044,0,False
150,92.74194564238294,346,False,129.0,1.0,9.449857560886935,3.492823734034305,0,False
151,122.10229597296123,445,False,119.0,1.0,11.87749053452345,3.6970549705239493,0,False
152,1105.3107426150268,1552,True,-13.0,1.0,18.110101114390243,3.483147909694361,0,False
153,883.3823166866097,1454,True,-20.0,1.0,18.324911429795655,3.7191947797643845,0,False
154,566.3199466295724,888,True,-8.0,1.0,17.65473787952579,6.102108683713989,0,False
155,172.95112997683387,505,False,118.0,1.0,11.55562343265483,3.9022922105349527,0,False
156,57.503609278427206,480,False,119.0,1.0,11.724689337841948,3.8174600263979905,0,False
157,1004.4137169404369,1500,True,-18.0,1.0,19.06867851831127,3.607069850176573,0,False
158,584.2977692737811,1269,False,129.0,1.0,9.716518780676045,4.226055103963295,0,False
159,478.29476846909614,767,True,-17.0,1.0,19.067367032215664,7.068444427010522,0,False
160,171.74672447347362,431,False,122.0,1.0,12.227011646241202,3.7297867281046932,0,False
161,52.048010163893835,305,False,122.0,1.0,12.508969074781133,3.8358020356199782,0,False
162,595.004946748892,818,True,-14.0,1.0,18.071440424966543,6.613735138085696,0,False
163,525.259912449,840,True,-11.0,1.0,18.55164524124337,6.446487634766492,0,False
164,632.0346584950149,1003,True,10.0,1.0,17.44886711578898,5.403086681113693,0,False
165,165.41528872783914,685,False,130.0,1.0,9.278241756095815,3.9762728564332437,0,False
166,608.8327563390637,952,True,-11.0,1.0,18.484010397780853,5.700963173390312,0,False
167,701.5179222852305,1226,True,-16.0,1.0,18.68764011965399,4.417667429921556,0,False
168,533.6913538925091,967,True,-8.0,1.0,18.047838265359587,5.60679770447699,0,False
169,106.37520538902419,538,False,125.0,1.0,9.842967828521145,4.157116011190176,0,False
170,456.9465876367842,758,True,-3.0,1.0,18.226723544624942,7.142233222147995,0,False
171,585.7805588923733,937,True,-8.0,1.0,17.583241127959695,5.788056237907362,0,False
172,511.41343457469657,850,True,-16.0,1.0,18.01308506702076,6.379394737477688,0,False
173,511.9950131779468,803,True,-3.0,1.0,18.38698360648413,6.735682444020081,0,False
174,612.9274542818906,807,True,-13.0,1.0,18.392087911376247,6.693927690959184,0,False
175,554.22410873286,780,True,-1.0,1.0,17.93500870872544,6.937530889892234,0,False
176,484.3024682315627,786,True,1.0,1.0,17.654709122172264,6.89369594292483,0,False
177,479.6430398016614,773,True,-7.0,1.0,17.563890145997785,7.012446387392622,0,False
178,526.4167708608311,859,True,-5.0,1.0,18.094830621260805,6.30794661172489,0,False
179,588.7511091821767,835,True,-20.0,1.0,17.806429202915343,6.476160395279259,0,False
180,537.8727511661756,767,True,-2.0,1.0,18.18086001466261,7.070872980642291,0,False
181,570.6269489828475,789,True,-4.0,1.0,18.011772270462938,6.871622204794743,0,False
182,506.1594008165604,796,True,-11.0,1.0,17.6131544073562,6.815858988920297,0,False
183,495.61935624041683,838,True,-1.0,1.0,18.122653256686323,6.47641057008544,0,False
184,546.5228869408892,776,True,-13.0,1.0,18.7838986711428,6.986257344858778,0,False
185,543.5875398896092,774,True,-5.0,1.0,17.67769916298731,7.005058881338176,0,False
186,503.06527653616246,730,True,-19.0,1.0,18.54490535063821,7.42569588942785,0,False
187,665.1944885530626,850,True,0.0,1.0,18.26694257349679,6.359471929220154,0,False
188,552.4577520517835,751,True,-8.0,1.0,18.25238695795961,7.204597469166258,0,False
189,496.5187485780745,759,True,8.0,1.0,17.351736823033416,7.142661612156941,0,False
190,-16.76908738668636,93,False,-115.0,1.0,3.172179169784512,4.291669451521449,0,False
191,631.5418879161497,815,True,-7.0,1.0,18.20126149375564,6.6359235058144375,0,False
192,583.9101940866993,756,True,1.0,1.0,18.01138805219526,7.154028029890642,0,False
193,595.0486208329581,790,True,-2.0,1.0,17.553121517382415,6.861637798838223,0,False
194,504.1305420910228,765,True,1.0,1.0,18.07327320933389,7.090552930322056,0,False
195,594.6304269600224,768,True,-4.0,1.0,17.510534722733333,7.041347212201799,0,False
196,529.0903466360483,788,True,1.0,1.0,18.03016394675849,6.882224638223043,0,False
197,516.821855812803,776,True,8.0,1.0,17.438376723813043,6.980724327201408,0,False
198,444.8855520652952,667,True,-17.0,1.0,nan,8.111545690386995,0,False
199,517.3872116953738,745,True,-8.0,1.0,17.7573031911845,7.272984295413398,0,False
200,456.49634530784374,710,True,13.0,1.0,17.792034743118453,7.628849645226564,0,False
201,518.37196624633,773,True,-23.0,1.0,17.812362630821088,7.0205405200572555,0,False
202,483.07539498720274,717,True,-18.0,1.0,18.020926533600452,7.573505274572175,0,False
203,583.8208375188659,802,True,-8.0,1.0,18.042689211226783,6.755142525978795,0,False
204,533.0278104275774,763,True,-9.0,1.0,18.10093071729088,7.107295518196621,0,False
